global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
511.267722168553	n/a	261394.68373142072	n/a	625.0546168681211	n/a	n/a	390693.2740681537	530.9342547901174	n/a	281891.1829095373	n/a	540.3968943731226	523.6258871504766	n/a	n/a	n/a	n/a	-0.0781218214	0.0765469694	-0.0465675521	0.0431028846	-0.1840592208	0.0458252156	0.067459878	0.0130941825	-0.0842306424	0.0456464508	0.0157052331	0.0218184421	-0.0572799646	0.0363305458	-0.0115720283	0.1059557633	-0.0895714643	0.0267429204	0.0010881342	-0.1264783644	0.0450343615	-0.0002335566	0.0120527566	-0.0562360299	0.0631975293	-0.0405159541	0.1242106086	-0.0176955193	-0.0812849947	0.0707802832	-0.0635303554	0.0219570432	-0.0276535401	0.0395994154	-0.0348631187	0.0190240122	-0.0342511441	0.0529369245	-0.0100457761	0.0024509422	-0.0234162284	-0.058091017	0.103039857	-0.0445593247	0.0109769752	-0.0110348534	0.1093645098	-0.1051538839	0.0008681689	-0.0176951482	0.1001952629	-0.0514349912	0.0354649429	-0.0294736937	0.0603282912	-0.1083746834	0.0362977031	-0.1226759775	0.0553070084	-0.0137570573	-0.0515466107	0.0654822256	-0.0383831662	0.0174512184	-0.0027960302	0.0132702415	-0.0151228752	0.0240265982	-0.0549172223	0.0205025713	-0.0814272216	0.0023139221	0.0027759956	-0.0457418019	0.0138251773	-0.0331438474	-0.0012643998	-0.1410829638	-0.0637781976	0.1051257017	-0.0580769001	0.1595897925	0.0577567566	-0.028269366	0.0346169569	-0.0494333368	0.0123809226	-0.0032317529	0.0140801449	-0.0442900958	0.1000267237	-0.1054588084	0.0575428305	-0.0671028673	-0.026552068	0.0791000308	-0.0256125097	0.0657849698	-0.059247738	0.0901079569	-0.0512043096	0.0894409536	0.0894356571	0.0894268298	0.0894144721	0.0893985845	0.1054988219800776	n/a	n/a	0.0111300014391841	-0.0887275794243436	n/a	0.0078725833505032	n/a	-0.2771570988131486	n/a	n/a	0.0768160574225214	-0.0012029973336591	n/a	1.447202584790904e-06	n/a	-0.0007389623123239	n/a	n/a	5.460652990350852e-07	0.0040880709879626	n/a	n/a	1.6712324402621507e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
511.7151878366286	0.4474656680756084	261852.4334626761	0.2002255241063505	620.7155020851759	-4.339114782945217	18.827917099573718	385287.734528852	531.0052798021286	0.071025012011205	281966.6071777369	0.0050445523311918	539.7631080426005	522.8595347069994	1.153047	18.193119	0.0936360141196649	0.0479914731039592	-0.0858356611	0.0178273915	0.0781914927	0.0399737139	-0.1491029281	-0.0579592015	0.0507617358	-0.015630774	-0.0849331078	-0.0211381109	-0.0801503904	0.0721902707	-0.0800722665	0.0253370551	-0.0121550507	0.1057232487	0.0504296873	0.0003631851	0.0264001711	-0.0742273832	-0.0587370337	0.0510517774	0.1310647333	-0.129705672	0.070739071	-0.0414846708	0.0108296933	0.0780082402	0.050414068	0.0863189219	0.068267597	-0.0356404492	-0.0205488564	0.0206183011	0.0963297252	0.0842050804	0.063537642	0.071442525	0.0743143624	-0.0716744389	-0.0758736397	-0.0013574464	-0.0963149743	0.0453324753	0.0487980004	-0.0001232109	0.1172316795	0.0522002649	0.0057514114	-0.0196596565	0.08496866	-0.0631724849	-0.0627708323	-0.0488150422	-0.1480774072	-0.0357915349	0.0598422684	-0.1247981407	-0.0489869201	-0.0140668885	-0.024671879	-0.0549477785	-0.0328901784	-0.1200910982	0.0864084079	0.0456204409	-0.0740928588	-0.0614398993	0.0440961503	0.1188718961	0.0456634341	-0.0989911793	-0.0732839826	-0.0698212715	-0.0208534475	0.0248352579	-0.0163017951	-0.142651056	-0.066893777	0.0861880734	-0.0548962944	0.1372271845	0.0748472128	-0.0209484509	0.0645486768	0.0138695304	-0.0242534854	0.0614316582	-0.0441184083	0.0843432492	-0.0099557811	0.0470867078	0.0452435719	0.0259541085	0.1153844892	0.1431051931	-0.0153516614	0.086067613	-0.027285129	0.047944696	-0.0214330586	0.0894268298	0.0893791676	0.0892997494	0.0891886034	0.0890457691	0.1009864110470744	-0.0045124109330031	2.036185242828678e-05	0.0101982552161686	-0.0663767420565335	0.0223508373678101	0.0044058718860395	0.0004995599310422	-0.2913545096503753	-0.0141974108372266	0.000201566474481	0.0848874502936106	-0.0007079170506313	0.0004950802830278	5.011465505745186e-07	2.451044866428866e-07	-0.0005898034793074	0.0001491588330165	2.224835746684413e-08	3.478681442031147e-07	0.0036808030043744	-0.0004072679835881	1.658672104559982e-07	1.354831075701161e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
512.0873515734336	0.3721637368049642	262233.4556414934	0.1385058469926346	623.3303659786968	2.614863893520919	6.837513181639381	388540.7451511361	530.9012690090241	-0.1040107931045213	281856.15743539215	0.0108182450822315	540.5123941276727	528.964406868373	1.222838	19.294313	0.1384445783050464	0.0777393507264264	-0.0910681871	-0.0479865659	-0.0643952887	0.0292561456	-0.1734410119	0.0102219819	0.1041820214	0.010964725	-0.0325944604	0.1069747446	0.0051859724	0.0994820495	-0.0696348025	0.0522327937	-0.0194557783	0.1011667918	-0.1051275212	-0.0024223363	0.0108002001	-0.0652913737	0.0101200497	0.1008144112	-0.0389841336	-0.0367766545	0.2203744195	-0.1054288725	0.0077943473	-0.0958934668	0.0186333706	0.0558939385	0.0163123548	0.0535042168	-0.0186841715	0.0056550558	-0.005064376	0.0195195675	-0.0975745712	-0.0708961397	0.010259651	0.0172246814	0.0038935971	-0.1045719056	0.0704498354	-0.0009001884	-0.0333679809	-0.0192523328	0.1052949075	-0.1040450926	-0.0374120533	-0.0003237931	0.0506847519	0.0532304073	-0.0656305002	0.0604947092	0.104855325	-0.080730633	0.1998162168	-0.1466495993	-0.0245046681	0.0444011263	0.0265226928	-0.0334945123	-0.0753891231	0.012613108	-0.0279979482	-0.0143131217	-0.0092177393	0.0067386701	-0.1135066382	-0.1121583069	-0.0258110499	-0.0343773669	0.0995700543	-0.0635723594	0.0317384287	-0.0208566317	0.100633417	-0.1400591193	-0.0666515708	0.1002612443	-0.0594722904	0.1527212402	0.0635784136	0.0328433946	0.0370232514	-0.0862010412	0.0359124869	-0.0001287469	-0.0501312785	-0.0732321892	0.0937085545	-0.0797384777	-0.0804616302	-0.0283921532	0.0517458581	-0.0505062504	0.0967171609	0.0473219718	-0.0483860006	0.0778551335	0.0391559768	0.0893985845	0.0892662243	0.0890457691	0.0887374365	0.0883415308	0.1001456490121199	-0.0008407620349544	7.068807994208193e-07	0.0100291510160587	-0.1200885864616339	-0.0537118444051003	0.0144212685983533	0.0028849622293977	-0.2487075274926837	0.0426469821576915	0.0018187650871584	0.061855434231524	-0.0009939288738767	-0.0002860118232454	9.87894606325805e-07	8.180276303615794e-08	-0.0011278350975589	-0.0005380316182514	2.8947802223832775e-07	1.2720120072856935e-06	0.0036799466517253	-8.563526491000596e-07	7.333398596206898e-13	1.3542007359544243e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
511.8667605915032	-0.2205909819303997	262007.58059843924	0.0486603813090179	623.6714712178932	0.3411052391963949	0.1163527842072297	388966.1040110914	530.5279632731555	-0.3733057358685983	281459.9198147626	0.1393571724323956	539.9516048620243	521.6998975296394	1.165385	18.387789	0.1288043687726272	0.0855413850397208	-0.0648888206	0.0896063707	-0.0514405425	0.0334288778	-0.1340937045	0.0245007398	0.1179870939	0.005617499	-0.0237150998	0.0005557405	0.0330860518	-0.033067872	-0.0246143449	0.0535632575	-0.0069884121	0.1194052826	0.0400810489	0.0755748149	-0.0407151734	-0.1186873738	-0.0430948547	0.0461535564	-0.0720846338	-0.0154893205	0.0055234501	-0.1069865475	0.0448611519	-0.0490218454	-0.0711817835	0.0977741875	-0.0362314194	-0.0266185592	-0.0700112749	-0.0508173675	-0.0162281862	0.0341078632	-0.0357216876	0.0529841746	0.0232149467	0.009585417	0.0008715113	0.0335203098	-0.0717302784	-0.0562355304	0.0371394545	-0.0021892437	0.1191742119	0.0202358142	0.0710135933	-0.0287040009	0.070424497	-0.1031804739	-0.0100514497	-0.0176628693	0.1166732507	-0.0080206258	0.03947766	-0.084783388	0.0086771665	-0.0913435864	0.0201935844	0.0735900416	0.0306218276	-0.0726328914	-0.0427815703	0.004201322	-0.0681905467	-0.0043135764	0.0007246751	0.0974693687	0.0224624028	0.0569137098	-0.0715837034	0.0351936234	0.0780771434	0.0204836784	-0.0214133548	-0.1259287834	-0.0591940885	0.074947815	-0.0502243694	0.1110852525	0.0091099369	-0.0530542272	0.0425046586	-0.0064444646	0.0346733105	0.0301096488	0.0310718012	0.054604017	0.0248900308	0.0170504119	0.1044949844	-0.0172998643	-0.0096953345	0.0226635503	-0.040670356	0.0028890291	-0.072458459	0.0222304469	-0.033574166	0.0893562221	0.0890968986	0.08866525	0.0880621112	0.0872886488	0.1024132731213995	0.0022676241092795	5.142119100986077e-06	0.0104884785114383	-0.0425652758348178	0.0775233106268161	0.0018118027068941	0.0060098636905418	-0.2394823567005772	0.0092251707921065	8.510377614353531e-05	0.0573517991708624	-0.0004869557797054	0.0005069730941713	2.3712593138849406e-07	2.570217182136219e-07	-0.0008398983509476	0.0002879367466112	8.290757004909995e-08	7.05429239924498e-07	0.0036808020758312	8.554241059002647e-07	7.317504009552673e-13	1.3548303921443272e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
510.62405728478217	-1.2427033067210118	260736.9278779725	1.5443115085353372	621.1314716938906	-2.53999952400261	6.451597581933486	385804.3051286184	531.0480177119454	0.5200544387898844	282011.99711578665	0.2704566193050616	540.1264437433123	521.2349581850683	1.016663	16.041216	0.0726496598939158	0.0384304680199326	-0.0688718839	0.0328837957	0.0538240888	0.0762700837	-0.1210376748	-0.0326415521	0.1047308346	0.0114233451	-0.0180194263	-0.0322930861	-0.0545293606	0.0088376708	-0.1256403668	0.1134557013	-0.0166714904	0.0981348589	-0.0399466664	-0.0583534999	0.0429393106	-0.0723517325	0.0624006804	0.0115065069	0.1009044769	-0.0501308441	0.0938913948	0.0211719244	0.0699240281	0.0146782828	-0.0339470407	0.0323459786	-0.0267640243	-0.0198701791	-0.0724538119	0.0491168927	-0.0144424999	0.0285299687	-0.002899067	-0.0225557769	0.0214222542	0.060213988	0.0188885822	0.0051283915	-0.0175590967	0.0458525821	0.0186529788	-0.010068767	0.1171082511	-0.0304201768	-0.0735763444	-0.0274249798	0.0904727579	0.0129489586	0.0057003955	-0.0547639868	-0.0909494288	-0.0900539137	0.033479845	-0.0972758973	0.0459122334	0.0159284955	-0.0322217911	0.0362315376	0.0459620203	-0.0142528529	0.0388206479	0.0151630833	-0.04126324	-0.0175996956	-0.0873454123	-0.0011080941	0.0206264659	0.0275713348	0.043750985	0.0159159164	-0.087420979	-0.0187455925	-0.0145597646	-0.1233770363	-0.0649232773	0.0935798111	-0.0603794399	0.097928355	0.0757946238	-0.0074335591	0.0514396655	-0.0348623131	-0.0494443802	-0.0298290833	-0.0080580121	0.0162941982	0.0083872655	-0.0058525194	-0.0525956024	0.0794214556	-0.0015920276	0.0428387336	0.0287693155	0.0716561689	-0.0921277843	0.0484918633	-0.0707036723	0.0892997494	0.0888712973	0.0881587327	0.0871643333	0.0858912784	0.098702464912705	-0.0037108082086945	1.37700975617145e-05	0.0097421765798437	-0.0654235429044121	-0.0228582670695943	0.0042802399661654	0.0005225003734248	-0.2304365810138051	0.009045775686772	8.182605777539707e-05	0.0531010178693319	-0.0008799471974139	-0.0003929914177085	7.74307070236577e-07	1.5444225439253674e-07	-0.0005631542983746	0.000276744052573	7.658727063452737e-08	3.171427637777881e-07	0.0037517627841268	7.096070829559981e-05	5.0354221218132075e-09	1.4075723988358878e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
510.63047373280426	0.0064164480220938	260743.4807045881	4.1170805220232025e-05	616.5492318591232	-4.5822398347673925	20.9969219033291	380132.9553060749	530.8200352796259	-0.2279824323194361	281769.9098542633	0.0519759894462862	539.9442858176657	522.077861014237	1.02582	16.185699	0.0520174021286681	0.024536316886055	-0.0867733785	-0.0621607239	-0.031727312	0.1082661659	-0.0467371532	-0.1162778199	0.107996482	-0.0050992914	0.0423621418	0.0774592546	0.0093395513	0.1173486823	-0.045641565	0.0395602215	-0.0140865624	0.1106348589	0.0304540233	0.0998617794	-0.0468494802	-0.0363194678	0.0004164316	0.0841702657	0.119517801	0.056319426	0.0668575799	0.0231956618	0.0301295869	-0.0277368141	0.016426345	-0.0656066682	0.0445412334	0.0924994995	-0.066834417	0.0254935481	-0.0526712054	0.0732228274	-0.0118147587	-0.0406013212	-0.0482945641	0.0955880649	-0.0864889087	0.0456841958	-0.0318695884	-0.0465954218	-0.0152612014	-0.0065649819	0.1153097055	0.0101494257	0.1288116039	-0.0095838531	0.0252805536	0.0806012753	-0.0759554282	-0.004785478	-0.0390935171	-0.0625874921	0.0021553465	-0.1022992124	0.014518167	-0.0106529292	0.0247305565	-0.0578313168	-0.0493482975	0.055193952	0.0425976736	-0.1024455367	-0.0402555907	0.0296953428	-0.0816120028	-0.0497460714	-0.0148532383	-0.0321962803	-0.0473517454	0.0536532624	0.0719143369	0.0876279315	-0.0785091658	-0.1191590757	-0.0551481881	0.0687689886	-0.0289264496	0.080848459	0.0235538932	-0.0101861094	0.0253615686	-0.0190593832	0.0117444515	0.020328089	-0.1032296856	0.0441443765	0.0442164647	-0.0841119798	-0.0120931105	-0.0651024411	-0.0562966699	-0.0888444633	0.0056379302	0.0396251414	-0.0423481418	0.0063254116	0.0031601243	0.0892291752	0.0885895631	0.0875269369	0.0860463708	0.0841549343	0.0893989960818402	-0.0093034688308648	8.65545322868729e-05	0.0079921805004408	-0.0655826423918881	-0.0001590994874759	0.0043010829831022	2.531264691512585e-08	-0.2224219903249178	0.0080145906888872	6.423366391039895e-05	0.0494715417800978	-0.0005369553678207	0.0003429918295931	2.883210670314633e-07	1.1764339516769073e-07	-0.000839988011769	-0.0002768337133943	7.663690487173278e-08	7.055798599156377e-07	0.0036807834646856	-7.097931944120015e-05	5.0380637883359335e-09	1.354816691390293e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
510.6697954185764	0.0393216857721654	260783.6399528507	0.0015461949719649	617.2548690891865	0.7056372300633029	0.4979239004514107	381003.5734143088	530.4137098669369	-0.406325412689057	281338.7036148071	0.1651003409969324	539.8946149970832	518.2122348300006	1.121517	17.695627	0.1051541074496721	0.0631662891661362	-0.0551221189	0.0755164214	-0.0646968152	0.04057262	-0.0356021889	-0.0723336774	0.0496999773	0.0723576936	0.0612910882	0.038210804	0.0187640292	-0.0376268588	-0.0653838329	0.0618451237	-0.0082584448	0.061746965	0.041260509	-0.0620026913	-0.0055075092	-0.1293554505	-0.0244851577	0.0473366041	-0.0519289855	-0.0253418842	0.0979034796	-0.0926753811	0.0610105724	-0.0472374424	-0.0853707794	-0.0187019853	-0.0080440191	0.0253910258	-0.0090519673	-0.0219578993	-0.0049517492	0.0111017397	0.0196631778	-0.0033864345	-0.1270154424	0.0180049367	0.0226948069	-0.0034771841	0.1138330658	-0.0420638905	0.0041911726	-0.0050566498	0.0710699875	0.0271744894	-0.0401630593	-0.0694368161	0.0970989348	-0.0398838685	-0.013612789	0.0178133042	0.0613298204	-0.0113874093	0.0945360558	-0.1473283433	-0.004360667	-0.0527570349	0.0193325355	0.0904685599	-0.0322378839	0.0592052425	-0.0519400352	0.01536256	-0.0192067587	0.0805112933	0.0524402279	-0.0183196677	-0.0099229154	-0.02049975	-0.0265053702	0.0711271317	0.0234871429	-0.0370736061	-0.0492991457	-0.1056267591	-0.0603875172	0.0873851109	-0.0455876563	0.0497134557	0.04888806	-0.0097434722	0.034446199	-0.0339162258	0.0800169208	-0.0297818025	0.0634601896	0.0909774172	0.0785054483	-0.0449677644	-0.0505823759	0.0434516174	-0.0263275213	0.0941236424	-0.0002291548	-0.0989332325	-0.0381461403	0.0921130711	0.0177609577	0.0891445106	0.0882518737	0.0867707607	0.0847110477	0.0820864692	0.0890036935194444	-0.0003953025623957	1.5626411583668278e-07	0.0079216574601031	-0.0538917264653662	0.0116909159265219	0.0029043181814178	0.000136677515201	-0.1905152186025134	0.0319067717224044	0.0010180420817456	0.0362960485191634	-0.0013416308302881	-0.0008046754624673	1.7999732847795365e-06	6.475025998971239e-07	-0.0008426951545297	-2.707142760699976e-06	7.328621926810289e-12	7.10135123467835e-07	0.0032649437251467	-0.0004158397395389	1.7292268897978027e-07	1.0659857528374807e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
511.1033053482311	0.43350992965469	261226.5887378872	0.1879308591092143	618.4914465370418	1.2365774478553249	1.5291237845443886	382531.6694394825	531.1333269088664	0.7196170419294958	282102.6109532807	0.5178486870353578	540.1160513622926	516.1967924314066	1.158735	18.282875	0.102456274938664	0.0694657506290419	-0.0699566941	-0.0009178292	0.0742994747	0.0882338257	-0.0133452416	-0.0894345641	0.0452342687	0.0284687599	-0.0162944377	-0.0406677996	-0.0546366098	0.0355395245	-0.0132813137	0.0104269841	-0.0137543576	0.0621352911	-0.071847217	0.0292250867	-0.0210462531	-0.147505109	-0.0347694798	-0.0377552769	0.0352505417	-0.0568609565	0.0094164175	-0.0449389559	0.0320337964	0.116617623	0.0624525834	-0.1079206529	-0.0324389519	0.0237012712	-0.0470438233	-0.002111789	0.0921120175	-0.0336936436	0.0221277142	0.08281471	0.0239319078	-0.0226558669	-0.0542432888	0.1132364769	-0.0341735373	-0.0150584623	-0.0338927916	-0.0062981494	0.0753450862	-0.0808651447	0.0486175321	-0.0590841292	0.1375904267	-0.0451507719	-0.0147546315	0.0148375875	-0.0736635065	0.0118944904	-0.0192726515	-0.0353698366	-0.0837540562	-0.0041228917	-0.066708965	0.0554311788	-0.0553367756	0.0291195067	0.0495186195	-0.0107406531	-0.0307364189	0.0279957781	0.0431453395	0.1240463761	0.0024163144	-0.1229006482	-0.0301974985	-0.0267487015	-0.0458998558	0.0014492692	0.0001212675	-0.0998756135	-0.0472880876	0.0556735742	-0.0192036363	0.0439284495	0.0268163526	-0.0676502691	0.0245815819	0.0234131625	-0.0457719938	0.063423458	-0.0231002573	0.0708402616	-0.0745099504	-0.0834485166	0.0414261582	0.0804144987	0.0838168948	0.0660222531	-0.0281048588	0.0278406187	0.0117490766	-0.0307566243	-0.0094982124	0.0890457691	0.0878584426	0.0858912784	0.0831617371	0.0796940463	0.0889915286447546	-1.2164874689801763e-05	1.4798417621857955e-10	0.0079194921705301	-0.0095558707250944	0.0443358557402717	9.13146653147162e-05	0.0019656681042221	-0.2082658735333709	-0.0177506549308575	0.0003150857504743	0.043374674078618	-0.0005376306125676	0.0008040002177204	2.8904667556981285e-07	6.464163500946111e-07	-0.0008398792571637	2.8158973659999547e-06	7.929277975845483e-12	7.053971666138485e-07	0.0032652795979171	3.35872770399967e-07	1.1281051789614894e-13	1.0662050852573656e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
512.5834543335214	1.4801489852903271	262741.7976564853	2.190841018655985	622.0488840259096	3.5574374888677767	12.655361487201873	386944.8141178796	532.3180785153639	1.1847516064975707	283362.5367142892	1.4036363690985747	541.6364723432182	524.3386278675587	1.232396	19.445118	0.0653737487023704	0.0492328706107109	-0.0619265432	-0.0423700287	-0.0771974987	0.0225762808	-0.0533333791	0.0030655766	-0.0078691283	0.0548170307	-0.0115492689	0.1324868214	0.0219224025	0.0788225002	-0.0391111025	-0.0164432802	-0.0443869468	0.0467698543	0.0725696954	-0.0798936475	0.0280200066	-0.0445245931	0.04136252	0.0486354469	0.0149817852	0.0405066247	0.073127793	0.0122435567	0.075282883	0.0700425152	0.033986376	0.0433685585	-0.070611905	0.0052315837	-0.0313902708	-0.0375599653	0.0687848903	0.0416749127	-0.1019923976	-0.0139591379	-0.0017655684	0.0550203141	-0.0162560026	-0.0926276685	0.0568521471	-0.0040722591	-0.0193627675	-0.0426607944	0.0544112382	0.0845221304	-0.0646155954	-0.021335777	0.0386929413	0.0972703044	-0.0300639805	0.0075416079	0.0086188934	-0.0526044296	0.0227800625	-0.0653969845	0.0117089293	0.0235276398	-0.1149637586	-0.0089330453	0.0049263752	0.0040208475	-0.0275573109	0.0490003589	-0.0718098832	0.0187168742	-0.0759706318	-0.0154960691	-0.0642802178	-0.0421137571	0.0233441528	-0.0044864105	0.1102737765	0.0052613271	0.0501533302	-0.0980788782	-0.0422899973	0.0505563676	-0.023883041	0.0461679195	0.0162571529	-0.004831763	0.0152148802	-0.0363053835	0.0785911457	0.0020210403	-0.0606812801	0.0441117146	0.013688619	0.0130469738	-0.0746495106	0.0313415057	-0.000601106	-0.0344881077	-0.0071303846	0.0257042954	0.039204421	0.0339975795	0.044824851	0.0889329663	0.0874095183	0.0848897399	0.0814023527	0.0769871073	0.0889915247110337	-3.933720890691994e-09	1.5474160045866618e-17	0.0079194914703945	-0.0542221482706253	-0.0446662775455308	0.0029400413630816	0.0019950763497743	-0.1875584063102522	0.0207074672231186	0.0004287991987965	0.0351781557776416	-0.0005376306125676	0.0	2.8904667556981285e-07	0.0	-0.0008398792571637	0.0	0.0	7.053971666138485e-07	0.0032652795979171	0.0	0.0	1.0662050852573656e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
512.3227380802308	-0.2607162532906386	262474.5879540248	0.0679729647299084	624.7255903519924	2.676706326082808	7.164756756091724	390282.0632406455	532.1004877100654	-0.2175908052985278	283130.92902128946	0.0473457585504618	541.9091374740349	520.5323010704451	1.0372	16.365248	0.0932902139714969	0.0483438142868516	-0.0455691118	0.0684725641	-0.0596074423	-0.0003475049	-0.0608915175	0.046366579	0.0339509767	0.0711856091	-0.0643191703	0.0230886709	0.0339792914	-0.0289709254	0.0116165035	-0.0258769129	-0.0362790991	0.0289746802	-0.0690294979	0.004629846	0.0004066298	-0.0206966428	-0.0255492297	-0.0641804715	0.0208473901	0.0234585898	0.0569555114	-0.0689460797	0.0503945881	-0.0062266425	-0.0893247899	0.0350006865	-0.0119057362	0.0558965506	-0.0574862895	0.049937225	0.0042007433	-0.0010656583	-0.0208255344	-0.0493465689	-0.0371639626	-0.0028479046	-0.0711730844	-0.0587141472	0.013835482	-0.0339513835	0.0007261656	-0.0403253023	0.0256078693	-0.0748171774	-0.0184282575	0.0128096354	-0.0319872829	-0.0529726586	0.0283355301	0.0561928901	0.0221434931	-0.0530775375	-0.0004910872	-0.0865153717	0.0387124977	-0.1099125636	-0.0181096311	0.0482478248	-0.0794408074	0.0326666919	-0.0246080469	-0.0183778463	0.0079337457	-0.0733573759	-0.0530817572	-0.0515336531	-0.0396086256	-0.0281035377	0.0417043566	0.0134751599	0.0322117728	0.1237988423	0.0064521072	-0.0784271633	-0.0426533299	0.0424589432	-0.0246245269	0.0236803892	0.0140066339	-0.0068996489	0.0080626654	-0.0121745318	0.0269676568	0.001088499	0.0547497867	-0.0219804585	-0.0283927956	-0.0235793836	0.0750588836	0.0053327162	-0.0018081367	-0.0287960956	-0.0091454073	-0.0381360154	0.0271877139	-0.0458729244	0.0212672371	0.0888061199	0.0869053842	0.0837675684	0.0794373389	0.0739763355	0.0884752034701676	-0.0005163212408661	2.665876237695144e-07	0.0078278616290875	-0.0350857794577166	0.0191363688129087	0.0012310119201555	0.0003662006113436	-0.1496329564890501	0.0379254498212021	0.0014383397441405	0.0223900216676539	-0.0002348036200661	0.0003028269925015	5.513273999614544e-08	9.170418738750353e-08	-0.0008388391138045	1.0401433592000572e-06	1.0818982076879792e-12	7.036510588483189e-07	0.0028549052518474	-0.0004103743460696	1.684071039121336e-07	8.150483997025868e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
